archiefbeschrijvingURI,handleURI,imageOriginal,beschrijving,toelichting,titelFotoserie
https://archief.nl/id/beschrijving/aef8fec4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef8fec4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9421e71b-46b8-465d-92e2-610e9ce1c247,Recreatie voor militairen.,Fietsrace tussen drankflesjes,[DLC] Sportfeest te Ambarawa
https://archief.nl/id/beschrijving/aef8ff82-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef8ff82-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/70d53653-29df-41a7-9177-120cc9ba4fe2,"Medan: De Pantserwagens en scoutcars nemen een huis onder vuur, waaruit op onze troepen gevuurd werd. De extremisten trachten te ontkomen, doch staken eerst de brand in hun verblijfplaats.",,[DLC] Actie Medan (III)
https://archief.nl/id/beschrijving/aef9004a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9004a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/121a2e1d-f39d-45a4-ac95-581b3ae75c5e,"Semarang: De stellingen, die de extremisten de laatste maanden ondanks de bestandsvoorwaarden binnen de demarcatielijn bij Semarang bouwden, zijn hun toch van weinig nut gebleken. Een veroverde bunkerstelling bij Semarang.",,[DLC] Sector Semarang
https://archief.nl/id/beschrijving/aef90112-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90112-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ba9cbd09-488d-47bf-b1ce-ad67e7a54067,Cheribon: In het plaatsje Djamblang aan de weg naar Cheribon kwam de bevolking uitgelopen om onze troepen te begroeten.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef901c6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef901c6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/8e974603-09c1-4f61-8d58-0d5645729ab8,Batavia: vice-premier A.K. Gani gearresteerd,,[DLC] Nederlandse operaties tegen Republikeinse autoriteiten en instanties
https://archief.nl/id/beschrijving/aef90284-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90284-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b99371fe-f3fc-4dc9-971e-590b0edd2da2,Cheribon: Een mijnopruimer bezig met het zware en gevaarlijke karweitje om de ontploffingsmiddelen onder de brug bij Kadipaten weg te halen.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef90342-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90342-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6f99941d-0f1e-4167-ac8f-534d9d223253,Cheribon: Het stadje Soemedang werd na enige tegenstand genomen. Voor hun vlucht staken de republikeinse troepen enkele Chinese woningen in brand.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef90400-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90400-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e8cbfa38-42cf-4469-b14e-90e7f1e4488c,Cherion: De brug bij Kadipaten op de weg van Bandung naar Cheribon was wel zwaar ondermijnd maar niet beschadigd.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef904b4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef904b4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a6cc16c1-419a-4af1-8c24-f951e09b85b1,Cheribon: Het stadje Soemedang werd na enige tegenstand genomen. Voor hun vlucht staken de republikeinse troepen enkele Chinese woningen in brand.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef9057c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9057c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/de1d9ee5-26e3-4580-968d-4286b1192824,"Medan: In een bocht van de weg werd een mitrailleur aangetroffen. Pantsers vielen aan, en later bleken vele extremisten hier in stelling te zijn gegaan. 2 Japanners werden onder de doden gevonden, terwijl een derde gevangen gemaakt werd. Hier ziet men de verschrikkelijke uitwerking van een Pantserkanon, dat een granaat afvuurde, welke blijkbaar in een munitie-kist terecht kwam.",DjK,[DLC] Actie Medan (III)
https://archief.nl/id/beschrijving/aef9063a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9063a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/0e5433cc-e456-4bb9-92a0-441fa3feac75,Batavia: Bezetting telefoonkantoor Djatinegara.,,[DLC] Nederlandse operaties tegen Republikeinse autoriteiten en instanties
https://archief.nl/id/beschrijving/aef9070c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9070c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f7427efd-3126-4611-ae2d-df3c8b554397,Batavia: Het Hoofdschakelbord op het telefoonkantoor Djakarta. Tijdens de overname waren van de 6300 aansluitingen 5800 uitgeschakeld doordat houten pennetjes in de verbingen geplaatst waren.,,
https://archief.nl/id/beschrijving/aef907de-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef907de-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f1a7a489-b0a6-43ee-946f-3d392bf3fb91,Cheribon: De Nederlandse Genietroepen hebben zich tijdens de actie van hun beste zijde laten kennen. Deze brug bij Soemedang werd in enkele minuten gelegd.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef9089c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9089c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/557fe510-6a4b-4287-9bea-07d307b9e667,Batavia: vice-premier A.K. Gani en TRI lijfwacht van Sharir op naar het verzamelpunt voor de gevangenen op Pegansaan 30. Indonesisch ministerie van Buitenlandse Zaken,,[DLC] Nederlandse operaties tegen Republikeinse autoriteiten en instanties
https://archief.nl/id/beschrijving/aef90950-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90950-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/671fa108-e3a2-4eea-aabb-d50ecc6afe07,"Buitenzorg-actie: In Tjibadak, 40 km. ten zuiden van Buitenzorg hadden de terugtrekkende republikeinse troepen ruim een vierde deel van de huizen in brand gestoken. Het waren vooral de bezittingen van Chinezen die het moesten ontgelden.",,[DLC] Actie Buitenzorg 24 juli 1947
https://archief.nl/id/beschrijving/aef90a0e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90a0e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c1e71170-2dcd-4f0b-8d69-43e09bb4e393,"Buitenzorg-actie: Tjibadak, op het stationsemplacement woedden hevige branden, maar met een buitgemaakte locomotief wordt toch alweer gereden.",,[DLC] Actie Buitenzorg 24 juli 1947
https://archief.nl/id/beschrijving/aef90acc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90acc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/eee608a5-a3f5-4bd7-94b3-bef8aaca2a77,"Buitenzorg-actie: Toen we een locomotief buit maakten was Albertus van der Hoeve uit Utrecht die hem van en naar Soekaboemi moest rijden. In het burgerleven is van der Hoeve leerling-machinist bij de NS., maar als ie terug komt hoeft hij vast geen leerling meer te zijn.",,[DLC] Actie Buitenzorg 24 juli 1947
https://archief.nl/id/beschrijving/aef90ba8-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90ba8-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c3ae2eed-0777-4ceb-ba3e-1e11905eac58,"Buitenzorg-actie: Achter de laatste troepen staat het burgerbestuur klaar om aan de opbouwwerk te beginnen. Op deze foto ziet u de wagens van het Nederlands Indisch Rubber Fonds, de NIRUB, op weg naar hun ondernemingen die gisteren werden bevrijd. Ze zullen er puinhopen en kale vlaktes aantreffen.",,[DLC] Actie Buitenzorg 24 juli 1947
https://archief.nl/id/beschrijving/aef90c70-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90c70-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/537dfd6a-35f1-4960-9c91-d55b96ae7bb5,Krawang-sector: Geliefkoosde slachtoffers voor de vernielzucht van de republikeinse troepen zijn ondernemingen en fabrieken toebehorend aan Europeanen en Chinezen. Dat zij hiermee de eigen landgenoten van hun werk beroven laat hen onverschillig. Een vernielde fabriek in de omgeving van Tjikampek.,,"[DLC] Krawang, Poerwakarta, Tjikampek"
https://archief.nl/id/beschrijving/aef90d74-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90d74-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/2c9ad4e6-7989-47b5-8254-9ad9ab2dfe43,"Krawang-sector: Daar artillerievuur de spoorlijn uit Tjikampek vernield had, waren de republikeinen gedwongen levensmiddelen en bommen op het spoorwegemplacement achter te laten. Deze grote voorraden werden door ons aangetroffen.",,"[DLC] Krawang, Poerwakarta, Tjikampek"
https://archief.nl/id/beschrijving/aef90e3c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90e3c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/4df00a00-c8f2-473c-abf5-6ec8a224856e,Krawang-sector: Bij het blussingswerk van een brand staande rijstopslagplaats te Poerwakarta werd door de bevolking ijverig meegeholpen.,,"[DLC] Krawang, Poerwakarta, Tjikampek"
https://archief.nl/id/beschrijving/aef90efa-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90efa-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/5819a715-2a14-4d8b-9964-28e63301c02e,De mijnenploeg is op een nieuwe versperring gestuit: een vernielde brug met daarachter boomversperringen.,,[DLC] Actie Buitenzorg
https://archief.nl/id/beschrijving/aef90fc2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef90fc2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ac5493f7-ce7d-4697-ba6f-589ba78d7894,Krawang-sector: Bij onze aankomst in Tjikampek vonden wij vele platgebrande Chinese woningen. Talloze Chinese families zijn in deze plaats dakloos geworden.,,"[DLC] Krawang, Poerwakarta, Tjikampek"
https://archief.nl/id/beschrijving/aef91080-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91080-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c764d615-f93d-4d39-8f2a-53f86d6df8f6,Buitgemaakte munitie.,,"[DLC] Treinbotsing bij de brug te Krantji, groep bij Tjikampek"
https://archief.nl/id/beschrijving/aef91134-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91134-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/60984248-326e-43ec-ab17-4854b568bb73,Buitenzorg-sector: Het Lido aan het meer van Tjigombong in betere tijden.,Archiefopname,[DLC] Actie Buitenzorg
https://archief.nl/id/beschrijving/aef911fc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef911fc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/3ecb59d9-75fb-4209-82cb-463ce257c3a9,Semarang-sector: De onbeschadigde binnen-installatie.,,[DLC] Actie bij Semarang
https://archief.nl/id/beschrijving/aef912ba-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef912ba-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/7dfda6fe-167d-4887-b40f-50f467a78dd2,Buitenzorg-actie: Niet alle bruggen werden vernield dank zij onze snelle opmars en de genomen tegenmaatregelen van anti-sabotageploegen. Hiet ziet u een spoorbrug in de lijn Buitenzorg-Soekaboemi die gelukkig intact bleef.,,[DLC] Actie Buitenzorg 24 juli 1947
https://archief.nl/id/beschrijving/aef91378-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91378-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a07303aa-edf8-4928-91d5-a264b097c6f1,Cheribon: Een overzicht van de geheel intact aangetroffen haven van Cheribon.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef91440-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91440-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/4da49912-4b13-4680-a0bd-a449b00de52f,"Krawang-sector: In de tijd, dat Engelse en Brits-Indische troepen Java's voornaamste steden bezet hielden, liepen een aantal Britse Indische soldaten over en sloten zich aan bij groepen Japanse avonturiers, die deel uitmaken van de TRI. Nu bij de ineenstorting van het Republikeinse leger en het uiteen jagen van de talloze roofbendes, vallen zij in Nederlandse handen. Een van de Brits Indische krijgsgevangenen.",,"[DLC] Krawang, Poerwakarta, Tjikampek"
https://archief.nl/id/beschrijving/aef91512-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91512-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/e64631cf-2395-475d-8af3-d061b7ad4fec,"De bevolking is bereidwillig genoeg om te helpen de gaten te dichten. Op een roep van \""ambil patjol\"" (haal een schop) komen ze van alle kanten opdagen.",,
https://archief.nl/id/beschrijving/aef915d0-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef915d0-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f7edcbf3-83c6-4315-bc58-6c03dd197a58,Cheribon: Militairen fouilleren verdachten.,,
https://archief.nl/id/beschrijving/aef9168e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9168e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/405d55e8-eba2-4326-8932-15d9727c8b22,Batavia: vice-premier Gani en TRI lijfwacht van Sharir op naar het verzamelpunt voor de gevangenen op Pegansaan 30. Indonesisch ministerie van Buitenlandse Zaken.,,[DLC] Nederlandse operaties tegen Republikeinse autoriteiten en instanties
https://archief.nl/id/beschrijving/aef9174c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9174c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/abe3021e-4fb5-4f4d-bc12-2f71587da436,Het huidige postkantoor te Batavia: vroeger een kleermakerszaak.,,[DLC] Postkantoren Batavia
https://archief.nl/id/beschrijving/aef9180a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9180a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/de964eaa-ac2b-4723-948a-55d0f0cc54b5,Cheribon-sector: Het havenkantoor aan de onbeschadigde havencomplexen van Cheribon.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef918be-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef918be-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/85f4f949-1f13-430c-ab99-4cfbe1047c72,J.F.W. Rautert,[portret van een gevangen genomen Duitsers] Waarschijnlijk gaat het hier om bemanningsleden van een Duitse U-boot van de Kriegsmarine. Enkele van hen hebben meegevochten aan Indonesische kant.],[DLC] Duitsers Rauter en Philipse
https://archief.nl/id/beschrijving/aef91986-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91986-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/a551ca65-699e-47ed-9466-2c0f9df0b5eb,Cheribon-sector. Nederlandse troepen trekken Madjalenka binnen ten Z.W. van Cheribon,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef91a44-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91a44-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b0378e46-7836-486c-85ef-662ba53cd025,H. Philipsen,[portret van een gevangen genomen Duitser] Waarschijnlijk gaat het hier om bemanningsleden van een Duitse U-boot van de Kriegsmarine. Enkele van hen hebben meegevochten aan Indonesische kant.],[DLC] Duitsers Rauter en Philipse
https://archief.nl/id/beschrijving/aef91b02-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91b02-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/848a4998-7936-4ef5-9773-45018c6b242d,Onder een atappen afdak worden in de open lucht de telegrammen verwerkt.,,[DLC] Postkantoren Batavia
https://archief.nl/id/beschrijving/aef91bc0-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91bc0-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/d3dc6fbb-b8f1-4bd3-8c24-833aa912f4a1,[Geen bijschrift],Luchtopname. Een brug is te zien,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef91c74-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91c74-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/69f0f2b1-9a68-47e6-a8f4-3326d76d381f,Cheribon-sector: Republikeinse kustvaarders in de haven van Cheribon.,,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef91d3c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91d3c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/aefb3364-5f5d-4cc0-95b7-b68862f85bbd,[Geen bijschrift],Luchtopname. Een brug is te zien,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef91e04-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91e04-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/25345bdb-643c-4bbd-a41e-a93b02ce15ec,straatbeelden: foto is beschadigd,,[DLC] Postkantoren Batavia
https://archief.nl/id/beschrijving/aef91ecc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91ecc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/15cb8892-42ef-40e1-8a63-7789e77cf67a,[Geen bijschrift],"Luchtopname. Een weg, met links verwoeste gebouwen",[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef91f8a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef91f8a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/ec2622db-1f9f-41a9-81e8-b37029e2ae77,[Geen bijschrift],Luchtopname.,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef92048-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92048-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/64bf1b63-5bc5-44d2-94e1-2ae9a0f7bade,[Geen bijschrift],Luchtopname.Een verwoest fabriekscomplex,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef920fc-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef920fc-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/084f00da-cdd4-4125-8dd7-eebae4da958c,"Cheribon-sector: Chinese Pinken en prauwen in de haven van Cheribon, die geheel ongeschonden door ons bezet werd.",,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef921ba-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef921ba-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b88ca6d4-e36f-4dc0-a020-bb1fc2336c60,[Geen bijschrift],Luchtopname.,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef92278-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92278-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/87fc8888-3a21-4a5e-b5e3-c5ae8393b6e7,[Geen bijschrift],Luchtopname.,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef92336-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92336-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9e204d92-c694-428a-a839-8bd4e8bf2b5f,[Geen bijschrift],"Luchtopname. Weg met huizen, waarvan sommige verwoest",[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef923ea-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef923ea-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/23e5cbec-a647-4e96-b0ab-089dd117ecf6,[Geen bijschrift],Luchtopname. Plein met verwoeste gebouwen,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef9249e-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9249e-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/dabbc43c-9b0b-4f59-b214-6bba6df20ce2,[Geen bijschrift],Luchtopname. Links is een brug te zien,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef9255c-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9255c-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b72adb98-70b7-47c7-bd6d-8efbceb663b1,"Een opluchting was het toen de hand kon worden gelegd op het restaurant \""la Conga\"".",,[DLC] Postkantoren Batavia
https://archief.nl/id/beschrijving/aef9261a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9261a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/b455b387-bd3f-49c7-bd45-aa9dad3d6972,Alvorens verder op te rukken wordt de weg door een mijnenploeg zorgvuldig onderzocht.,,
https://archief.nl/id/beschrijving/aef926e2-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef926e2-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/f78a4584-5797-432a-bbc9-f6154b9d0e7e,"Ook een soort tankvallen waren in grote getale gemaakt. De Bulldozers van de Genie werken ze in korte tijd weer dicht, terwijl de bevolking verbaasd dit snelle werk bekijkt.",,
https://archief.nl/id/beschrijving/aef927aa-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef927aa-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/7dca0142-b165-4a1a-8240-e6bf85b19c56,"Cheribon-sector: Bij hun vlucht bliezen de Republikeinse troepen talloze grote en kleine bruggen achter zich op. Er was echter op gerekend en overal, waar onze troepen voor een vernielde brug kwamen te staan, werd door de Genie in korte tijd een brug geslagen. De Genie bezig met het bouwen van een Bailey-brug op de weg naar Cheribon.",,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef92872-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92872-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/70b57c32-5b87-430a-a963-13c7cd2281f4,"Een van de grootste theeondernemingen van West-Java - de onderneming \""Pondok Gedeh\"" werd zwaar beschadigd toen de republiek de tactiek van de verschroeide aarde toepaste.",,
https://archief.nl/id/beschrijving/aef9293a-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef9293a-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/487655fe-ba68-4b32-bcab-dfc43dc0a8ae,"Buitenzorg. In de gebieden waar rust en orde zijn weergekeerd heeft het Indische leven zijn normale gang hernomen. Op de pasars heerst een levendige drukte. De landbouwers brengen er hun producten in de verkoop, nu de opbrengst van hun zwoegen niet langer in de zakken van hun Republikeinse heren terecht komt",,[DLC] Buitenzorg en luchtfoto's
https://archief.nl/id/beschrijving/aef929ee-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef929ee-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/45964804-aead-4c2d-abcd-cb3709c4ac89,[Geen bijschrift],"Evacuatie van burgers? Indonesische man met tropenhelm zwaait naar fotograaf (in zijn linkerhand een wandelstok en een boek), naast hem een lid van Vrouwen Hulp Korps? met koffer",[DLC] Sport en veldpost
https://archief.nl/id/beschrijving/aef92aac-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92aac-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/eae9c44f-aac5-4d78-8fa8-4d31cc9a1cf3,"Cheribon-sector: Bijna gelijk optrekkende met de troepen zorgen ambtenaren van het BB dat onmiddellijk na de bezetting van een plaats of stuk, de civiele diensten zo snel mogelijk weer op gang werden gebracht. De samenwerking tussen de militaire instanties en de burgerlijke is uitstekend.",,[DLC] Sector Cheribon
https://archief.nl/id/beschrijving/aef92b74-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92b74-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/7b2a7e6d-5350-435a-8fd6-0faa435e822b,[Geen bijschrift],"Evacuatie van burgers? Indonesische man met tropenhelm zit in pick-up truck. Hij is in geprek met militair in camouflagepak. Op de voorgrond links een katholieke priester, naast hem een militair?",[DLC] Sport en veldpost
https://archief.nl/id/beschrijving/aef92c28-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92c28-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/6adbfdcd-0437-495c-b9de-af5f7f38c397,[Geen bijschrift],Evacuatie van burgers? Open vrachtwagen met militarien en kinderen,[DLC] Sport en veldpost
https://archief.nl/id/beschrijving/aef92ce6-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92ce6-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/c722d163-3a78-40be-8e86-a942ed06208f,[Geen bijschrift],Evacuatie van burgers? Een jongetje wordt in een vrachtwagen geholpen door militair in camouflage-uniform. Voorin zit de man met tropenhelm,[DLC] Sport en veldpost
https://archief.nl/id/beschrijving/aef92da4-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92da4-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/83df83db-2c34-4c2f-afda-fadf66980c5b,Deze foto geeft een duidelijk beeld van de waanzinnige vernielingen welke door de republikeinen werden aangericht. Een grote rubbertuin werd geheel gekapt en het hout als brandstof gebruikt. Jaren en jaren zullen nodig zijn om deze onderneming weer te herstellen.,,
https://archief.nl/id/beschrijving/aef92e62-d0b4-102d-bcf8-003048976d84,http://hdl.handle.net/10648/aef92e62-d0b4-102d-bcf8-003048976d84,https://service.archief.nl/gaf/api/file/v1/original/9be36b0b-eaea-438b-bb1c-8e8ba2b5942b,[Geen bijschrift],Evacuatie van burgers? Portret van een vrouw,[DLC] Sport en veldpost
